PARENT_ID,ACCT_ID,INDICATION,TOTAL_TRX,DATE,DISTRICT
32305657,145881023,A,5,2021-08-05,CHICAGO IL
32305657,145881023,A,5,2021-02-25,CHICAGO IL
32305657,145881023,A,6,2020-10-13,CHICAGO IL
32305657,145881023,A,2,2021-06-02,CHICAGO IL
32305657,145881023,A,2,2021-07-06,CHICAGO IL
32305657,145881023,A,2,2021-05-20,CHICAGO IL
32305657,145881023,A,2,2021-02-26,CHICAGO IL
32305657,145881023,A,1,2021-07-23,CHICAGO IL
32305657,145881023,A,1,2021-07-12,CHICAGO IL
32305657,145881023,A,2,2021-05-04,CHICAGO IL
32305657,145881023,A,2,2021-05-11,CHICAGO IL
32305657,145881023,A,1,2021-06-08,CHICAGO IL
32305657,145881023,A,1,2021-06-17,CHICAGO IL
32305657,145881023,A,1,2021-06-23,CHICAGO IL
32305657,145881023,A,1,2021-04-07,CHICAGO IL
32305657,145881023,A,1,2021-04-14,CHICAGO IL
32305657,145881023,A,1,2021-04-21,CHICAGO IL
32305657,145881023,A,2,2021-01-12,CHICAGO IL
32305657,145881023,A,2,2021-01-20,CHICAGO IL
32305657,145881023,A,2,2021-01-22,CHICAGO IL
32305657,145881023,A,1,2020-12-09,CHICAGO IL
32305657,145881023,A,1,2020-12-17,CHICAGO IL
32305657,145881023,A,1,2020-12-29,CHICAGO IL
32305657,145881023,A,1,2020-11-23,CHICAGO IL
32305657,145881023,A,2,2020-10-12,CHICAGO IL
32305657,145881023,A,2,2020-08-12,CHICAGO IL
32305657,145881023,A,1,2021-07-22,CHICAGO IL
32305657,145881023,A,1,2020-04-20,CHICAGO IL
32007779,30101083,A,1,2021-06-29,NEW ENGLAND
31668733,246144867,A,1,2020-11-09,NASHVILLE TN
245431717,155093549,A,1,2021-02-23,NEW YORK NY
32305657,145881023,A,2,2020-03-20,CHICAGO IL
32305657,145881023,B,0,2020-10-13,CHICAGO IL
31646955,157438725,A,1,2021-05-20,WASHINGTON DC
32305657,145881023,B,0,2021-02-25,CHICAGO IL
46604711,159776387,A,1,2020-03-05,NEW YORK NY
32305657,145881023,A,1,2020-10-02,CHICAGO IL
32305657,145881023,A,1,2020-08-04,CHICAGO IL
32305657,145881023,A,1,2020-09-24,CHICAGO IL
32305657,145881023,C,1,2021-02-25,CHICAGO IL
32068489,106178319,A,0,2021-06-22,WASHINGTON DC
32305657,145881023,B,0,2021-08-05,CHICAGO IL
32305657,145881023,A,1,2020-07-01,CHICAGO IL
32305657,145881023,A,1,2020-07-15,CHICAGO IL
255605895,2002614079,A,0,2021-05-20,NEW ENGLAND
56025405,30213987,A,0,2021-06-29,PHILADELPHIA PA
32305657,145881023,A,1,2020-05-12,CHICAGO IL
32305657,145881023,A,1,2020-05-20,CHICAGO IL
32305657,145881023,A,1,2020-06-01,CHICAGO IL
32305657,145881023,A,1,2020-06-15,CHICAGO IL
32305657,145881023,A,1,2020-06-25,CHICAGO IL
255605895,2002614079,A,0,2021-05-10,NEW ENGLAND
32305657,145881023,A,1,2020-03-23,CHICAGO IL
32068489,106178319,A,0,2020-11-25,WASHINGTON DC
32305657,145881023,C,0,2020-10-13,CHICAGO IL
255605895,2002614079,A,0,2021-06-06,NEW ENGLAND
255605895,2002614079,A,0,2021-06-16,NEW ENGLAND
32191075,30243509,A,0,2021-06-29,WASHINGTON DC
255605895,2002614079,A,0,2021-04-25,NEW ENGLAND
32068489,106178319,A,1,2020-07-15,WASHINGTON DC
32068489,106178319,A,0,2021-03-28,WASHINGTON DC
32305657,32580271,A,0,2021-07-28,PHILADELPHIA PA
32521817,32097129,A,0,2021-07-09,PHILADELPHIA PA
32068489,106178319,A,0,2021-02-24,WASHINGTON DC
32521817,32097129,A,0,2021-06-04,PHILADELPHIA PA
245431717,155093549,A,1,2020-03-16,NEW YORK NY
32305657,145881023,C,0,2021-08-05,CHICAGO IL
32305657,145881023,A,0,2020-09-18,CHICAGO IL
32068489,106178319,A,0,2020-09-14,WASHINGTON DC
32068489,106178319,A,0,2021-05-04,WASHINGTON DC
255605895,2002614079,A,0,2021-04-14,NEW ENGLAND
245431721,31675921,A,0,2020-09-30,CHICAGO IL
32305657,145881023,A,1,2020-03-03,CHICAGO IL
31646955,157438725,A,0,2021-04-02,WASHINGTON DC
32305657,145881023,A,1,2020-02-18,CHICAGO IL
32068489,106178319,A,0,2020-09-13,WASHINGTON DC
32068489,106178319,A,0,2021-07-27,WASHINGTON DC
32305657,145881023,A,0,2020-07-22,CHICAGO IL
255605895,2002614079,A,0,2020-12-31,NEW ENGLAND
32336719,246810777,A,0,2021-05-20,NEW YORK NY
32074337,246307055,A,0,2021-06-29,CHICAGO IL
32567703,30332897,A,0,2021-06-29,WASHINGTON DC
32068489,106178319,A,0,2020-11-03,WASHINGTON DC
32068489,106178319,A,0,2021-04-25,WASHINGTON DC
32305657,145881023,B,0,2020-03-20,CHICAGO IL
255605895,2002614079,A,0,2021-02-01,NEW ENGLAND
31668733,246144867,A,0,2020-12-14,NASHVILLE TN
32068489,106178319,A,0,2020-12-22,WASHINGTON DC
255605895,2002614079,A,0,2020-12-29,NEW ENGLAND
255605895,2002614079,A,0,2021-07-01,NEW ENGLAND
245431717,155093549,A,0,2021-07-14,NEW YORK NY
32068489,106178319,A,0,2021-07-23,WASHINGTON DC
31646955,157438725,A,0,2021-07-15,WASHINGTON DC
245431717,155093549,A,0,2021-08-06,NEW YORK NY
32521817,32097129,A,0,2021-08-09,PHILADELPHIA PA
32521817,32097129,A,0,2021-05-05,PHILADELPHIA PA
32521817,32097129,A,0,2021-05-19,PHILADELPHIA PA
31646955,157438725,A,0,2021-05-03,WASHINGTON DC
31646955,157438725,A,0,2021-05-05,WASHINGTON DC
31646955,157438725,A,0,2021-05-27,WASHINGTON DC
245431717,155093549,A,0,2021-06-15,NEW YORK NY
32068489,106178319,A,0,2021-06-01,WASHINGTON DC
31646955,157438725,A,0,2021-06-05,WASHINGTON DC
31646955,157438725,A,0,2021-06-30,WASHINGTON DC
31831901,249629215,A,0,2021-03-18,NEW ENGLAND
245574733,30368283,A,0,2021-03-23,NEW YORK NY
245431717,155093549,A,0,2021-03-15,NEW YORK NY
31646955,157438725,A,0,2021-03-09,WASHINGTON DC
32068489,106178319,A,0,2021-02-01,WASHINGTON DC
31646955,157438725,A,0,2021-02-12,WASHINGTON DC
31646955,157438725,A,0,2021-02-17,WASHINGTON DC
31646955,157438725,A,0,2021-02-23,WASHINGTON DC
246084885,168237117,A,0,2020-12-16,NEW YORK NY
31646955,157438725,A,0,2020-12-11,WASHINGTON DC
31646955,157438725,A,0,2020-12-22,WASHINGTON DC
32305657,145881023,B,0,2020-04-20,CHICAGO IL
32305657,145881023,B,0,2020-08-12,CHICAGO IL
255605895,2002614079,A,0,2021-08-09,NEW ENGLAND
245431717,155093549,A,0,2020-11-23,NEW YORK NY
32068489,106178319,A,0,2020-11-05,WASHINGTON DC
31646955,157438725,A,0,2020-11-19,WASHINGTON DC
32068489,106178319,A,0,2021-05-10,WASHINGTON DC
245574733,30368283,A,0,2021-06-25,NEW YORK NY
32068489,106178319,A,0,2021-06-02,WASHINGTON DC
255605895,248067237,A,0,2020-08-18,NEW ENGLAND
31646955,157438725,A,0,2020-08-17,WASHINGTON DC
32305657,145881023,A,0,2020-09-17,CHICAGO IL
32305657,145881023,A,0,2020-09-23,CHICAGO IL
255605895,248067237,A,0,2020-09-13,NEW ENGLAND
31646955,157438725,A,0,2020-09-02,WASHINGTON DC
32068489,106178319,A,0,2020-07-01,WASHINGTON DC
31646955,157438725,A,0,2020-07-02,WASHINGTON DC
31646955,157438725,A,0,2020-07-15,WASHINGTON DC
245574733,30368283,A,0,2021-02-23,NEW YORK NY
32634439,172543115,A,0,2021-02-25,PHILADELPHIA PA
32539485,2003247723,A,0,2021-02-25,WASHINGTON DC
46604711,159776387,B,0,2020-03-05,NEW YORK NY
32305657,145881023,B,0,2021-02-26,CHICAGO IL
46604711,159776387,A,0,2020-03-06,NEW YORK NY
31646955,157438725,A,0,2020-11-12,WASHINGTON DC
245431721,172200215,A,0,2021-07-07,CHICAGO IL
245431721,172200215,A,0,2021-07-23,CHICAGO IL
255605895,2002614079,A,0,2021-07-27,NEW ENGLAND
245574733,30368283,A,0,2021-07-28,NEW YORK NY
245431717,155093549,A,0,2021-07-01,NEW YORK NY
32336719,246810777,A,0,2021-07-15,NEW YORK NY
32521817,32097129,A,0,2021-07-02,PHILADELPHIA PA
32068489,106178319,A,0,2021-07-06,WASHINGTON DC
32603955,165755859,A,0,2021-07-27,WASHINGTON DC
32336719,246810777,A,0,2021-08-12,NEW YORK NY
32521817,32097129,A,0,2021-08-02,PHILADELPHIA PA
245574733,30368283,A,0,2021-05-07,NEW YORK NY
32521817,32097129,A,0,2021-05-12,PHILADELPHIA PA
32305657,145881023,B,0,2020-10-12,CHICAGO IL
32517997,151999263,A,0,2021-06-19,NASHVILLE TN
32068489,106178319,A,0,2021-06-14,WASHINGTON DC
257923545,249258225,A,0,2021-06-29,CHICAGO IL
246197793,246197793,A,0,2021-06-29,CHICAGO IL
32007779,30101083,A,0,2021-06-21,NEW ENGLAND
245574733,30368283,A,0,2021-06-03,NEW YORK NY
245574733,30368283,A,0,2021-06-08,NEW YORK NY
245431717,155093549,A,0,2021-06-27,NEW YORK NY
32336719,246810777,A,0,2021-06-23,NEW YORK NY
245573747,249700703,A,0,2021-06-29,WASHINGTON DC
245574733,30368283,A,0,2020-06-04,NEW YORK NY
31646955,157438725,A,0,2020-06-05,WASHINGTON DC
255605895,248067237,A,0,2020-04-15,NEW ENGLAND
32007779,255582727,A,0,2020-04-06,NEW ENGLAND
31668733,246144867,A,0,2021-04-07,NASHVILLE TN
245431717,155093549,A,0,2021-04-20,NEW YORK NY
32336719,246810777,A,0,2021-04-08,NEW YORK NY
32336719,246810777,A,0,2021-04-19,NEW YORK NY
32068489,106178319,A,0,2021-04-06,WASHINGTON DC
32068489,106178319,A,0,2021-04-15,WASHINGTON DC
31646955,157438725,A,0,2021-04-12,WASHINGTON DC
32603955,165755859,A,0,2021-04-20,WASHINGTON DC
32305657,145881023,B,0,2020-11-23,CHICAGO IL
32305657,145881023,B,0,2021-06-02,CHICAGO IL
32068489,106178319,A,0,2021-01-11,WASHINGTON DC
32305657,145881023,A,0,2020-03-09,CHICAGO IL
255605895,2002614079,A,0,2020-12-02,NEW ENGLAND
255605895,2002614079,A,0,2020-12-06,NEW ENGLAND
31668733,246144867,A,0,2020-11-30,NASHVILLE TN
32305657,145881023,B,0,2020-12-09,CHICAGO IL
32305657,145881023,B,0,2020-12-17,CHICAGO IL
32305657,145881023,B,0,2020-12-29,CHICAGO IL
31831901,249629215,A,0,2020-10-02,NEW ENGLAND
46604711,159776387,A,0,2020-10-02,NEW YORK NY
32068489,106178319,A,0,2020-10-04,WASHINGTON DC
32068489,106178319,A,0,2020-10-15,WASHINGTON DC
32068489,106178319,A,0,2020-10-21,WASHINGTON DC
31668733,246144867,A,0,2021-07-21,NASHVILLE TN
31646955,157438725,A,0,2021-07-10,WASHINGTON DC
31668733,246144867,A,0,2021-08-13,NASHVILLE TN
32068489,106178319,A,0,2021-08-05,WASHINGTON DC
32521817,32097129,A,0,2021-05-07,PHILADELPHIA PA
32521817,32097129,A,0,2021-05-14,PHILADELPHIA PA
32068489,106178319,A,0,2021-05-20,WASHINGTON DC
31646955,157438725,A,0,2021-05-29,WASHINGTON DC
245432029,240851013,A,0,2021-06-30,CHICAGO IL
32634439,172543115,A,0,2021-06-25,PHILADELPHIA PA
32305657,145881023,A,0,2020-08-28,CHICAGO IL
255605895,248067237,A,0,2020-08-06,NEW ENGLAND
32603955,165755859,A,0,2020-08-16,WASHINGTON DC
32007779,30101083,A,0,2021-04-05,NEW ENGLAND
245431717,155093549,A,0,2021-04-29,NEW YORK NY
32068489,106178319,A,0,2021-04-29,WASHINGTON DC
32362609,172545903,A,0,2021-04-04,WASHINGTON DC
32305657,145881023,A,0,2020-09-04,CHICAGO IL
255605895,248067237,A,0,2020-09-01,NEW ENGLAND
31831901,249629215,A,0,2020-09-17,NEW ENGLAND
32068489,106178319,A,0,2020-09-28,WASHINGTON DC
32603955,165755859,A,0,2020-09-24,WASHINGTON DC
32305657,145881023,B,0,2021-07-06,CHICAGO IL
255605895,248067237,A,0,2020-07-20,NEW ENGLAND
255605895,248067237,A,0,2020-07-28,NEW ENGLAND
255605895,2002614079,A,0,2021-03-09,NEW ENGLAND
32068489,106178319,A,0,2021-03-23,WASHINGTON DC
31646955,157438725,A,0,2021-03-31,WASHINGTON DC
246861381,106206473,A,0,2021-03-11,CHICAGO IL
32068489,106178319,A,0,2021-03-03,WASHINGTON DC
32305657,145881023,B,0,2021-05-20,CHICAGO IL
32305657,145881023,C,0,2021-02-26,CHICAGO IL
32517997,151999263,A,0,2021-02-22,NASHVILLE TN
31668733,246144867,A,0,2021-02-09,NASHVILLE TN
32336719,246810777,A,0,2021-02-16,NEW YORK NY
31646955,157438725,A,0,2021-02-01,WASHINGTON DC
32539485,2003247723,A,0,2021-02-24,WASHINGTON DC
32068489,106178319,A,0,2021-02-16,WASHINGTON DC
31668733,246144867,A,0,2021-01-07,NASHVILLE TN
31646955,157438725,A,0,2021-01-08,WASHINGTON DC
31646955,157438725,A,0,2021-01-18,WASHINGTON DC
32305657,145881023,B,0,2021-01-12,CHICAGO IL
32305657,145881023,B,0,2021-01-20,CHICAGO IL
32305657,145881023,B,0,2021-01-22,CHICAGO IL
32068489,106178319,A,0,2020-12-10,WASHINGTON DC
32068489,106178319,A,0,2020-12-30,WASHINGTON DC
31646955,157438725,A,0,2020-12-17,WASHINGTON DC
31646955,157438725,A,0,2020-12-21,WASHINGTON DC
32305657,145881023,A,0,2020-01-16,CHICAGO IL
32305657,145881023,A,0,2020-01-30,CHICAGO IL
31646955,157438725,A,0,2020-01-16,WASHINGTON DC
32305657,145881023,B,0,2020-03-23,CHICAGO IL
31831901,249629215,A,0,2020-11-11,NEW ENGLAND
31646955,157438725,A,0,2020-11-09,WASHINGTON DC
245431717,155093549,A,0,2020-11-12,NEW YORK NY
255605895,248067237,A,0,2020-05-10,NEW ENGLAND
255605895,248067237,A,0,2020-05-31,NEW ENGLAND
31831901,249629215,A,0,2020-10-13,NEW ENGLAND
31646955,157438725,A,0,2020-10-12,WASHINGTON DC
255605895,248067237,A,0,2020-04-28,NEW ENGLAND
245574733,30368283,A,0,2020-04-13,NEW YORK NY
245574733,30368283,A,0,2020-04-14,NEW YORK NY
245432029,240851013,A,0,2021-07-19,CHICAGO IL
32267299,106267841,A,0,2021-07-09,NASHVILLE TN
31668733,246144867,A,0,2021-07-06,NASHVILLE TN
255605895,2002614079,A,0,2021-07-07,NEW ENGLAND
255605895,2002614079,A,0,2021-07-14,NEW ENGLAND
255605895,2002614079,A,0,2021-07-20,NEW ENGLAND
245574733,30368283,A,0,2021-07-22,NEW YORK NY
245574733,30368283,A,0,2021-07-26,NEW YORK NY
32336719,246810777,A,0,2021-07-29,NEW YORK NY
46604711,159776387,A,0,2021-07-14,NEW YORK NY
32634439,172543115,A,0,2021-07-12,PHILADELPHIA PA
31646955,157438725,A,0,2021-07-02,WASHINGTON DC
31646955,157438725,A,0,2021-07-03,WASHINGTON DC
255605895,2002614079,A,0,2021-08-03,NEW ENGLAND
32305657,233876385,A,0,2021-08-03,NEW ENGLAND
32336719,246810777,A,0,2021-08-04,NEW YORK NY
46604711,159776387,A,0,2021-08-13,NEW YORK NY
31646955,157438725,A,0,2021-08-13,WASHINGTON DC
31668733,246144867,A,0,2021-07-12,NASHVILLE TN
32305657,145881023,A,0,2020-08-26,CHICAGO IL
32305657,145881023,A,0,2020-08-31,CHICAGO IL
32068489,106178319,A,0,2020-08-13,WASHINGTON DC
31646955,157438725,A,0,2020-08-05,WASHINGTON DC
245431461,159954475,A,0,2021-05-25,NASHVILLE TN
245574733,30368283,A,0,2021-05-04,NEW YORK NY
32634439,172543115,A,0,2021-05-10,PHILADELPHIA PA
31646955,157438725,A,0,2021-05-14,WASHINGTON DC
32133709,255623345,A,0,2021-05-23,WASHINGTON DC
246084885,168237117,A,0,2021-05-04,NEW YORK NY
31646955,157438725,A,0,2021-05-12,WASHINGTON DC
245431721,172200215,A,0,2021-06-24,CHICAGO IL
31721003,246270303,A,0,2021-06-11,NEW ENGLAND
31831901,249629215,A,0,2021-06-11,NEW ENGLAND
32336719,246810777,A,0,2021-06-10,NEW YORK NY
46604711,159776387,A,0,2021-06-11,NEW YORK NY
32634439,172543115,A,0,2021-06-01,PHILADELPHIA PA
32068489,106178319,A,0,2021-06-07,WASHINGTON DC
32068489,106178319,A,0,2021-06-15,WASHINGTON DC
31646955,157438725,A,0,2021-06-10,WASHINGTON DC
31646955,157438725,A,0,2020-09-16,WASHINGTON DC
245431721,172200215,A,0,2021-04-26,CHICAGO IL
2002545959,249032687,A,0,2021-04-30,NEW ENGLAND
245574733,30368283,A,0,2021-04-19,NEW YORK NY
32336719,246810777,A,0,2021-04-20,NEW YORK NY
46604711,159776387,A,0,2021-04-07,NEW YORK NY
32634439,172543115,A,0,2021-04-07,PHILADELPHIA PA
32521817,32097129,A,0,2021-04-13,PHILADELPHIA PA
32068489,106178319,A,0,2021-04-20,WASHINGTON DC
31646955,157438725,A,0,2021-04-22,WASHINGTON DC
31646955,157438725,A,0,2021-04-26,WASHINGTON DC
32336719,246810777,A,0,2020-07-16,NEW YORK NY
32305657,145881023,B,0,2021-04-07,CHICAGO IL
32305657,145881023,B,0,2021-04-14,CHICAGO IL
32305657,145881023,B,0,2021-04-21,CHICAGO IL
255605895,2002614079,A,0,2021-03-02,NEW ENGLAND
31762397,31689091,A,0,2021-03-16,NEW YORK NY
56025405,30213987,A,0,2021-03-30,PHILADELPHIA PA
32068489,106178319,A,0,2021-03-16,WASHINGTON DC
31646955,157438725,A,0,2021-03-10,WASHINGTON DC
31646955,157438725,A,0,2021-03-23,WASHINGTON DC
245431721,172200215,A,0,2021-02-08,CHICAGO IL
245574733,30368283,A,0,2021-02-25,NEW YORK NY
245431717,155093549,A,0,2021-02-17,NEW YORK NY
246084885,168237117,A,0,2021-02-24,NEW YORK NY
31646955,157438725,A,0,2021-02-05,WASHINGTON DC
31668733,246144867,A,0,2021-01-04,NASHVILLE TN
245574733,30368283,A,0,2021-01-04,NEW YORK NY
245574733,30368283,A,0,2021-01-28,NEW YORK NY
245431717,155093549,A,0,2021-01-11,NEW YORK NY
32068489,106178319,A,0,2021-01-17,WASHINGTON DC
32068489,106178319,A,0,2021-01-25,WASHINGTON DC
31646955,157438725,A,0,2021-01-05,WASHINGTON DC
31646955,157438725,A,0,2021-01-26,WASHINGTON DC
32133709,255623345,A,0,2021-01-25,WASHINGTON DC
32305657,145881023,B,0,2021-06-08,CHICAGO IL
32305657,145881023,B,0,2021-06-17,CHICAGO IL
32305657,145881023,B,0,2021-06-23,CHICAGO IL
32068489,106178319,A,0,2020-05-05,WASHINGTON DC
31646955,157438725,A,0,2020-05-21,WASHINGTON DC
32068489,106178319,A,0,2020-12-06,WASHINGTON DC
31646955,157438725,A,0,2020-12-08,WASHINGTON DC
31831901,249629215,A,0,2020-11-19,NEW ENGLAND
245574733,30368283,A,0,2020-11-04,NEW YORK NY
245431717,155093549,A,0,2020-11-11,NEW YORK NY
32068489,106178319,A,0,2020-11-09,WASHINGTON DC
32068489,106178319,A,0,2020-11-19,WASHINGTON DC
255605895,248067237,A,0,2020-10-06,NEW ENGLAND
255605895,248067237,A,0,2020-10-26,NEW ENGLAND
31831901,249629215,A,0,2020-10-19,NEW ENGLAND
31831901,249629215,A,0,2020-10-29,NEW ENGLAND
32305657,145881023,B,0,2021-07-23,CHICAGO IL
32305657,145881023,C,0,2021-05-20,CHICAGO IL
32336719,246810777,A,0,2020-08-25,NEW YORK NY
32634439,172543115,A,0,2021-07-13,PHILADELPHIA PA
32521817,32097129,A,0,2021-07-26,PHILADELPHIA PA
32068489,106178319,A,0,2021-07-05,WASHINGTON DC
32068489,106178319,A,0,2021-07-26,WASHINGTON DC
32539485,2003247723,A,0,2021-07-30,WASHINGTON DC
245432029,240851013,A,0,2021-08-04,CHICAGO IL
32007779,30101083,A,0,2021-08-10,NEW ENGLAND
31646955,157438725,A,0,2021-08-07,WASHINGTON DC
32336719,246810777,A,0,2020-09-15,NEW YORK NY
46604711,159776387,A,0,2020-09-01,NEW YORK NY
32305657,145881023,B,0,2020-05-12,CHICAGO IL
32305657,145881023,B,0,2020-05-20,CHICAGO IL
246861381,106206473,A,0,2021-05-06,CHICAGO IL
32267299,106267841,A,0,2021-05-18,NASHVILLE TN
32634439,172543115,A,0,2021-05-12,PHILADELPHIA PA
245431721,172200215,A,0,2021-05-26,CHICAGO IL
46604711,159776387,A,0,2021-05-26,NEW YORK NY
32068489,106178319,A,0,2021-05-13,WASHINGTON DC
32068489,106178319,A,0,2021-05-19,WASHINGTON DC
32068489,106178319,A,0,2021-05-24,WASHINGTON DC
32068489,106178319,A,0,2021-05-27,WASHINGTON DC
245431721,172200215,A,0,2021-06-09,CHICAGO IL
245431721,172200215,A,0,2021-06-25,CHICAGO IL
245432029,240851013,A,0,2021-06-10,CHICAGO IL
31668733,246144867,A,0,2021-06-02,NASHVILLE TN
31668733,246144867,A,0,2021-06-11,NASHVILLE TN
32007779,30101083,A,0,2021-06-07,NEW ENGLAND
245574733,30368283,A,0,2021-06-04,NEW YORK NY
245574733,30368283,A,0,2021-06-28,NEW YORK NY
246084885,168237117,A,0,2021-06-30,NEW YORK NY
46604711,159776387,A,0,2021-06-29,NEW YORK NY
32634439,172543115,A,0,2021-06-02,PHILADELPHIA PA
32634439,172543115,A,0,2021-06-29,PHILADELPHIA PA
32068489,106178319,A,0,2021-06-29,WASHINGTON DC
32305657,145881023,B,0,2021-07-12,CHICAGO IL
32305657,145881023,A,0,2020-07-29,CHICAGO IL
255605895,248067237,A,0,2020-07-01,NEW ENGLAND
32305657,145881023,B,0,2020-06-01,CHICAGO IL
32305657,145881023,B,0,2020-06-15,CHICAGO IL
32305657,145881023,B,0,2020-06-25,CHICAGO IL
245431717,155093549,B,0,2020-03-16,NEW YORK NY
31668733,246144867,A,0,2021-04-16,NASHVILLE TN
245431721,172200215,A,0,2021-04-21,CHICAGO IL
255605895,2002614079,A,0,2021-04-04,NEW ENGLAND
245574733,30368283,A,0,2021-04-20,NEW YORK NY
46604711,159776387,A,0,2021-04-09,NEW YORK NY
46604711,159776387,A,0,2021-04-29,NEW YORK NY
32521817,32097129,A,0,2021-04-27,PHILADELPHIA PA
31646955,157438725,A,0,2021-04-09,WASHINGTON DC
32305657,145881023,B,0,2021-05-04,CHICAGO IL
32305657,145881023,B,0,2021-05-11,CHICAGO IL
32305657,145881023,C,0,2021-01-12,CHICAGO IL
32305657,145881023,C,0,2021-01-20,CHICAGO IL
32305657,145881023,C,0,2021-01-22,CHICAGO IL
32305657,145881023,B,0,2020-02-18,CHICAGO IL
32074337,246307055,A,0,2021-03-30,CHICAGO IL
31668733,246144867,A,0,2021-03-10,NASHVILLE TN
255605895,2002614079,A,0,2021-03-16,NEW ENGLAND
32007779,30101083,A,0,2021-03-30,NEW ENGLAND
32068489,106178319,A,0,2021-03-14,WASHINGTON DC
31646955,157438725,A,0,2021-03-17,WASHINGTON DC
32191075,30243509,A,0,2021-03-30,WASHINGTON DC
32305657,145881023,C,0,2021-06-02,CHICAGO IL
255605895,248067237,A,0,2020-05-24,NEW ENGLAND
46604711,159776387,A,0,2020-05-13,NEW YORK NY
32068489,106178319,A,0,2020-05-31,WASHINGTON DC
245432337,173010535,A,0,2020-05-01,NEW ENGLAND
32305657,145881023,C,0,2020-10-12,CHICAGO IL
255605895,2002614079,A,0,2021-02-23,NEW ENGLAND
31831901,249629215,A,0,2021-02-22,NEW ENGLAND
31797753,39645849,A,0,2021-02-04,PHILADELPHIA PA
32634439,172543115,A,0,2021-02-24,PHILADELPHIA PA
32068489,106178319,A,0,2021-02-07,WASHINGTON DC
32068489,106178319,A,0,2021-02-10,WASHINGTON DC
31646955,157438725,A,0,2021-02-22,WASHINGTON DC
255605895,248067237,A,0,2020-06-17,NEW ENGLAND
31831901,249629215,A,0,2020-06-26,NEW ENGLAND
32068489,106178319,A,0,2020-06-18,WASHINGTON DC
31646955,157438725,A,0,2020-06-04,WASHINGTON DC
255605895,2002614079,A,0,2021-01-13,NEW ENGLAND
255605895,255605895,A,0,2021-01-27,NEW ENGLAND
31831901,249629215,A,0,2021-01-11,NEW ENGLAND
31646955,157438725,A,0,2021-01-20,WASHINGTON DC
32305657,145881023,C,0,2020-08-12,CHICAGO IL
32305657,145881023,C,0,2020-12-09,CHICAGO IL
32305657,145881023,C,0,2020-12-17,CHICAGO IL
32305657,145881023,C,0,2020-12-29,CHICAGO IL
245431721,31675921,A,0,2020-04-15,CHICAGO IL
245431717,155093549,A,0,2020-04-08,NEW YORK NY
32068489,106178319,A,0,2020-04-09,WASHINGTON DC
31646955,157438725,A,0,2020-04-22,WASHINGTON DC
32517997,151999263,A,0,2020-12-16,NASHVILLE TN
255605895,2002614079,A,0,2020-12-20,NEW ENGLAND
31831901,249629215,A,0,2020-12-11,NEW ENGLAND
31831901,249629215,A,0,2020-12-15,NEW ENGLAND
31831901,249629215,A,0,2020-12-23,NEW ENGLAND
46604711,159776387,A,0,2020-12-11,NEW YORK NY
31646955,157438725,A,0,2020-12-04,WASHINGTON DC
31646955,157438725,A,0,2020-12-16,WASHINGTON DC
245431717,155093549,A,0,2020-12-16,NEW YORK NY
245431717,155093549,A,0,2020-12-21,NEW YORK NY
32305657,145881023,C,0,2020-11-23,CHICAGO IL
31668733,246144867,A,0,2020-11-04,NASHVILLE TN
46604711,159776387,A,0,2020-11-06,NEW YORK NY
46604711,159776387,A,0,2020-11-11,NEW YORK NY
32634439,172543115,A,0,2020-11-11,PHILADELPHIA PA
32068489,106178319,A,0,2020-11-17,WASHINGTON DC
31646955,157438725,A,0,2020-11-03,WASHINGTON DC
32068489,106178319,A,0,2020-10-25,WASHINGTON DC
32305657,145881023,C,0,2021-07-06,CHICAGO IL
32305657,145881023,B,0,2020-07-01,CHICAGO IL
32305657,145881023,B,0,2020-07-15,CHICAGO IL
31668733,246144867,B,0,2020-11-09,NASHVILLE TN
255605895,248067237,A,0,2020-03-30,NEW ENGLAND
31831901,249629215,A,0,2020-03-24,NEW ENGLAND
246084885,168237117,A,0,2020-03-15,NEW YORK NY
31646955,157438725,A,0,2020-03-25,WASHINGTON DC
31831901,249629215,A,0,2020-08-11,NEW ENGLAND
32068489,106178319,A,0,2020-08-10,WASHINGTON DC
32068489,106178319,A,0,2020-08-19,WASHINGTON DC
32305657,145881023,B,0,2020-03-03,CHICAGO IL
245431721,31675921,A,0,2020-09-08,CHICAGO IL
46604711,159776387,A,0,2020-09-11,NEW YORK NY
32068489,106178319,A,0,2020-09-08,WASHINGTON DC
31646955,157438725,A,0,2020-09-10,WASHINGTON DC
31646955,157438725,A,0,2020-09-24,WASHINGTON DC
245431717,155093549,A,0,2020-09-30,NEW YORK NY
32656893,237690633,A,0,2020-07-02,NEW ENGLAND
31646955,157438725,A,0,2020-07-28,WASHINGTON DC
32068489,106178319,A,0,2020-07-14,WASHINGTON DC
245431461,159954475,A,0,2021-07-29,NASHVILLE TN
31831901,249629215,A,0,2021-07-28,NEW ENGLAND
245574733,30368283,A,0,2021-07-14,NEW YORK NY
245999459,249561185,A,0,2021-07-07,CHICAGO IL
32305657,145881023,A,0,2021-07-20,CHICAGO IL
32267299,106267841,A,0,2021-07-16,NASHVILLE TN
245431461,159954475,A,0,2021-07-23,NASHVILLE TN
2002545959,249032687,A,0,2021-07-19,NEW ENGLAND
2002545959,249032687,A,0,2021-07-20,NEW ENGLAND
